"Item Code","ItemStatus","Description","Size","Age","Proof","Bottles Per Case","Unit Price","Effective Date"
"4543B","@","STEIN DISTILLERY STRAIGHT COUGAR CORN WHISKEY","750 ML","7 YRS",80,6,79.95,04/01/2019
"4544B",,"SAILOR JERRY SPICED NAVY RUM-GAME DAY PK 24 SOLO","750 ML",,92,6,3.00,04/01/2019
"4546B",,"HOT PORTLAND POTATO VODKA","750 ML",,80,12,17.95,04/01/2019
"4546F",,"HOT PORTLAND POTATO VODKA","50 ML",,80,120,3.00,04/01/2019
"4548B","@","MIRU VODKA","750 ML",,80,12,26.95,04/01/2019
"4549B","@","REX RYE WHISKEY","750 ML",,90,6,36.95,04/01/2019
"4552B","@","SMIRNOFF SOURCED WATERMELON","750 ML",,60,12,14.95,04/01/2019
"4552F",,"SMIRNOFF SOURCED WATERMELON","50 ML",,60,120,1.75,04/01/2019
"4553B",,"CIROC FRENCH VANILLA","750 ML",,70,12,35.95,04/01/2019
"4553F",,"CIROC FRENCH VANILLA","50 ML",,70,60,0.50,04/01/2019
"4558B",,"GLENMORANGIE GRAND VINTAGE 1990 LTD ED.","750 ML",,86,1,629.95,04/01/2019
"4559E",,"TWISTED SHOTS TAILGATE PARTY PACK","375 ML",,40,6,19.95,04/01/2019
"4560B",,"DUBLINER IRISH WHISKY","750 ML",,80,6,28.95,04/01/2019
"4561A",,"TULLAMORE DEW CIDER CASK","LITER",,80,6,37.95,04/01/2019
"4561B",,"TULLAMORE DEW CIDER CASK","750 ML",,80,12,32.95,04/01/2019
"4562B",,"COPPER & KINGS AMERICAN CRAFT BRANDY","750 ML",,90,6,29.95,04/01/2019
"4563E","@","SHOCHU","375 ML",,55,12,24.95,04/01/2019
"4573E",,"CLYDE MAY'S HOLIDAY DUALPACK","375 ML",,85,6,36.95,04/01/2019
"4576B",,"JEFFERSON'S RESERVE OLD RUM CASK FINISH","750 ML",,90,3,89.95,04/01/2019
"4577B",,"BASIL HAYDEN'S DARK RYE","750 ML",,80,6,44.95,04/01/2019
"4578B",,"HORNITOS CRISTALINO","750 ML",,80,12,27.95,04/01/2019
"4579B","@","NEW DEAL RESERVE BOURBON WHISKEY","750 ML",,80,12,39.95,04/01/2019
"4580B","@","NEW DEAL RESERVE RYE WHISKEY","750 ML",,80,12,39.95,04/01/2019
"4581B","@","NEW DEAL RESERVE WHEAT WHISKEY","750 ML",,80,12,39.95,04/01/2019
"4582B",,"CASCADE POTATO VODKA","750 ML",,80,12,19.95,04/01/2019
"4582H","@","CASCADE POTATO VODKA","1.75 L",,80,6,24.95,04/01/2019
"4583B",,"SMOOTH AMBLER OLD SCOUT AMERICAN WHISKEY","750 ML",,99,6,34.95,04/01/2019
"4584B",,"THE GLENLIVET NADURRA PEATED","750 ML",,123,6,89.95,04/01/2019
"4586B","@","SPIRITOPIA PEPPERMINT LIQUEUR","750 ML",,99,12,29.95,04/01/2019
"4586E","@","SPIRITOPIA PEPPERMINT LIQUEUR","375 ML",,99,12,19.95,04/01/2019
"4588B",,"MEZCALERO NO. 17","750 ML",,96,6,94.00,04/01/2019
"4594B",,"COMPASS BOX ""THE DOUBLE SINGLE""","750 ML",,92,6,147.45,04/01/2019
"4597B",,"THE SEXTON","750 ML",,80,12,31.95,04/01/2019
"4598B",,"SOBIESKI ESTATE","750 ML",,80,6,21.25,04/01/2019
"4599B","@","FOX-TAIL DISTILLERY ORCHARD VODKA","750 ML",,80,12,34.95,04/01/2019
"4603B",,"CODIGO 1530 TEQUILA ROSA","750 ML",,80,6,58.95,04/01/2019
"4604B",,"CODIGO 1530 TEQUILA BLANCO","750 ML",,80,6,47.95,04/01/2019
"4605B",,"CODIGO 1530 TEQUILA REPOSADO","750 ML",,80,6,64.95,04/01/2019
"4606B",,"OLD FORESTER STATESMAN","750 ML",,95,6,54.95,04/01/2019
"4615B",,"JOSEPH MAGNUS CIGAR BLEND BOURBON","750 ML",,101,6,150.75,04/01/2019
"4616B",,"HANSON OF SONOMA ORIGINAL ORGANIC VODKA","750 ML",,80,6,27.95,04/01/2019
"4617B",,"HANSON OF SONOMA CUCUMBER ORGANIC VODKA","750 ML",,80,6,27.95,04/01/2019
"4618B",,"JACK DANIEL'S CORE RYE","750 ML",,90,12,23.95,04/01/2019
"4618F",,"JACK DANIEL'S CORE RYE","50 ML",,90,120,2.00,04/01/2019
"4620B","@","CANNON BEACH XALAPA","750 ML",,80,12,44.95,04/01/2019
"4627B",,"CROWN ROYAL SALTED CARAMEL","750 ML",,70,12,27.95,04/01/2019
"4628B",,"JOHNNIE WALKER BLENDERS' BATCH WINE CASK","750 ML",,80,12,29.95,04/01/2019
"4629B",,"MICHTER'S LTD RELEASE TOASTED BARREL STRENGTH RYE","750 ML",,110,3,79.15,04/01/2019
"4634B",,"SHACKLETON","750 ML",,80,6,32.95,04/01/2019
"4640B",,"MEZCALERO NO. 18","750 ML",,94,6,15.00,04/01/2019
"4641B",,"WHISTLEPIG BOSS HOG - THE BLACK PRINCE","750 ML",,119,6,487.00,04/01/2019
"4642B",,"BIRD DOG KENTUCKY BOURBON","750 ML",,80,6,25.95,04/01/2019
"4643B","@","SWALLOWTAIL BLACKBERRY VODKA","750 ML",,70,12,26.00,04/01/2019
"4644D","@","UMATILLA GOLD","200 ML",,80,6,15.95,04/01/2019
"4645B",,"BURNSIDE BLENDED BOURBON","750 ML",,92,12,29.95,04/01/2019
"4645F",,"BURNSIDE BLENDED BOURBON","50 ML",,92,120,3.00,04/01/2019
"4646B",,"BURNSIDE WEST END BLEND","750 ML",,84,12,26.95,04/01/2019
"4646F","@","BURNSIDE WEST END BLEND","50 ML",,84,120,3.00,04/01/2019
"4647B",,"BURNSIDE STRAIGHT BOURBON","750 ML",,92,12,36.95,04/01/2019
"4648B","@","STONE BARN PEACH ROCK AND RYE","750 ML",,74,12,40.00,04/01/2019
"4648E","@","STONE BARN PEACH ROCK AND RYE","375 ML",,74,12,30.00,04/01/2019
"4649B",,"PARKER'S HERITAGE COL S/B #11","750 ML","11 YRS",122,3,65.00,04/01/2019
"4650B",,"U4RIK VODKA","750 ML",,80,12,3.00,04/01/2019
"4651B","@","MALIBU LIME","750 ML",,42,12,16.95,04/01/2019
"4652B",,"JAMESON CASKMATES IPA","750 ML",,80,12,29.95,04/01/2019
"4652D",,"JAMESON CASKMATES IPA","200 ML",,80,24,9.95,04/01/2019
"4652F",,"JAMESON CASKMATES IPA","50 ML",,80,120,2.50,04/01/2019
"4653B","@","CRESCENDO GRAPEFRUIT","750 ML",,56,12,24.95,04/01/2019
"4660B","@","4 SPIRITS CUCUMBER GIN","750 ML",,80,6,32.95,04/01/2019
"4661E","@","DRIFTWOOD MANHATTAN","375 ML",,70,12,24.95,04/01/2019
"4667B",,"WOODFORD RES. SMOKED CHERRY MALT MASTER COLLECTION","750 ML",,90,6,99.95,04/01/2019
"4669B",,"THE MACALLAN CLASSIC CUT","750 ML",,117,12,89.95,04/01/2019
"4670B",,"HIGHLAND PARK FULL VOLUME","750 ML",,90,6,99.95,04/01/2019
"4679B",,"ARDBEG AN OA","750 ML",,93,6,62.95,04/01/2019
"4684B",,"GLENDRONACH KINGSMEN 1991 EDITION","750 ML","25 YRS",96,2,893.95,04/01/2019
"4685B",,"GLENFIDDICH INDIA PALE ALE CASK","750 ML",,86,6,49.95,04/01/2019
"4686B",,"JOHNNIE WALKER BLUE GHOST & RARE","750 ML",,92,3,399.95,04/01/2019
"4687B",,"JOHNNIE WALKER BLUE YR OF DOG","750 ML",,92,3,234.95,04/01/2019
"4688B",,"ORPHAN BARREL ENTRAPMENT","750 ML",,82,6,149.95,04/01/2019
"4689B","@","SWALLOWTAIL LONDON DRY GIN","750 ML",,90,12,29.95,04/01/2019
"4689E","@","SWALLOWTAIL LONDON DRY GIN","375 ML",,90,12,18.00,04/01/2019
"4690B","@","HDC DUAL BARREL RYE OLD FASHIONED","750 ML",,92,12,45.00,04/01/2019
"4691B","@","HDC DUAL BARREL BOURBON OLD FASHIONED","750 ML",,92,12,45.00,04/01/2019
"4702B","@","JOHNNIE WALKER AGED 18 YEAR","750 ML",,80,6,84.95,04/01/2019
"4703B","@","NEW DEAL PEAR BRANDY","750 ML",,80,12,39.95,04/01/2019
"4703E","@","NEW DEAL PEAR BRANDY","375 ML",,80,12,24.95,04/01/2019
"4704F","@","AVIATION AMERICAN GIN","50 ML",,84,60,3.75,04/01/2019
"4704H","@","AVIATION AMERICAN GIN","1.75 L",,84,3,59.95,04/01/2019
"4705B",,"SANTA TERESA 1796","750 ML",,80,6,44.95,04/01/2019
"4706E",,"THE WICKED MULE","375 ML",,30,24,5.95,04/01/2019
"4708B",,"THE GLENROTHES PEATED CASK RESERVE","750 ML",,80,6,37.95,04/01/2019
"4709B",,"THE GLENROTHES SHERRY CASK RESERVE","750 ML",,80,6,37.95,04/01/2019
"4722B",,"MEZCAL LOS JAVIS REPOSADO ESPADIN","750 ML",,81,6,46.45,04/01/2019
"4726B",,"MEZCAL LOS JAVIS JOVEN ESPADIN","750 ML",,81,6,39.95,04/01/2019
"4729B","@","DROP SHOP PUMPKIN SPICE","750 ML",,70,12,25.00,04/01/2019
"4732B",,"PLANTATION SAINT LUCIA RUM 2005","750 ML",,80,6,63.95,04/01/2019
"4734B",,"CONVALMORE 32 YR","750 ML","32 YRS",96,6,"1,399.95",04/01/2019
"4737B","@","360 MANGO FLAVORED VODKA","750 ML",,70,12,15.95,04/01/2019
"4737F",,"360 MANGO FLAVORED VODKA","50 ML",,70,60,1.00,04/01/2019
"4738B",,"WHISTLEPIG FARMSTOCK","750 ML",,86,6,92.30,04/01/2019
"4739B","@","OREGON ARAK","750 ML",,86,12,24.95,04/01/2019
"4750B",,"COMPASS BOX NO NAME SCOTCH WHISKEY","750 ML",,98,6,138.15,04/01/2019
"4751B",,"COMPASS BOX PHENOMENOLOGY SCOTCH WHISKEY","750 ML",,92,6,177.10,04/01/2019
"4752B",,"UNION UNO MEZCAL JOVEN","750 ML",,80,6,37.95,04/01/2019
"4761B","@","BURNSIDE RYE","750 ML",,92,12,29.95,04/01/2019
"4767B",,"LUNAZUL EL HUMOSO","750 ML",,80,6,19.95,04/01/2019
"4773B",,"PLANTATION JAMAICA RUM 2002","750 ML",,84,6,46.95,04/01/2019
"4784B",,"KOCH MEZCAL DE OAXACA ESPADIN","750 ML",,94,6,45.90,04/01/2019
"4785B",,"JIM BEAM DISTILLER'S CUT","750 ML",,100,12,23.95,04/01/2019
"4787B",,"BRUICHLADDICH OCTOMORE 8.3","750 ML",,122,6,217.95,04/01/2019
"4790B","@","SWALLOWTAIL TUXEDO VODKA","750 ML",,86,12,33.95,04/01/2019
"4791E","@","VINN HONEY BAIJIU","375 ML",,76,12,28.00,04/01/2019
"4794B","@","CAFFE' CORRETTO","750 ML",,70,12,34.95,04/01/2019
"4796B","@","SWALLOWTAIL APPLE CIDER VODKA","750 ML",,70,12,27.50,04/01/2019
"4796E","@","SWALLOWTAIL APPLE CIDER VODKA","375 ML",,70,12,14.00,04/01/2019
"4802B",,"FREELAND SPIRITS SPECIAL EDITION","750 ML",,90,6,35.95,04/01/2019
"4803B","@","SASSY MERMAID","750 ML",,80,12,34.95,04/01/2019
"4803E","@","SASSY MERMAID","375 ML",,80,12,19.95,04/01/2019
"4804B","@","SWALLOWTAIL SINGLE BARREL GIN","750 ML",,114,12,37.95,04/01/2019
"4804E","@","SWALLOWTAIL SINGLE BARREL GIN","375 ML",,114,12,18.00,04/01/2019
"4805B",,"PARANUBES RUM","750 ML",,108,6,48.90,04/01/2019
"4806B",,"BRUICHLADDICH OCTOMORE 8.1","750 ML",,119,6,162.95,04/01/2019
"4807B","@","SKYY INFUSIONS SUN RIPENED WATERMELON","750 ML",,70,12,19.95,04/01/2019
"4817B",,"MAYALEN BORREGO PECHUGA MEZCAL","750 ML",,98,6,65.95,04/01/2019
"4818B","@","THREE OLIVES ROSE VODKA","750 ML",,70,12,17.95,04/01/2019
"4818F",,"THREE OLIVES ROSE VODKA","50 ML",,70,120,1.50,04/01/2019
"4819B","@","HANGAR ONE ROSE VODKA","750 ML",,60,12,24.95,04/01/2019
"4820H","@","JOSE CUERVO BERRY PUNCH","1.75 L",,20,6,17.95,04/01/2019
"4824B","@","CASCADE CHIPOTLE VODKA","750 ML",,80,12,14.95,04/01/2019
"4825B",,"WILD ROOTS HUCKLEBERRY VODKA","750 ML",,70,12,24.95,04/01/2019
"4830B",,"PLANTATION BLACK LABEL BARBADOS 16 YR RUM","750 ML","16 YRS",83,6,10.00,04/01/2019
"4831B",,"PLANTATION BLACK LABEL BARBADOS XO RUM","750 ML",,81,6,50.95,04/01/2019
"4832B",,"PLANTATION BLACK LABEL HAITIAN DRY CURACAO CASK","750 ML",,80,6,52.95,04/01/2019
"4833B",,"PLANTATION BLACK LABEL MULTI ISLAND XO RUM","750 ML",,83,6,5.00,04/01/2019
"4836B",,"BROTHERSHIP WHISKEY","750 ML",,115,6,49.95,04/01/2019
"4837B",,"CONNCULLIN IRISH GIN","750 ML",,96,12,29.95,04/01/2019
"4840B",,"REDNECK RIVIERA WHISKEY","750 ML",,80,12,24.95,04/01/2019
"4840E","@","REDNECK RIVIERA WHISKEY","375 ML",,80,24,13.95,04/01/2019
"4840F","@","REDNECK RIVIERA WHISKEY","50 ML",,80,120,2.50,04/01/2019
"4841B",,"BAILEYS STRAWBERRY & CREAM","750 ML",,34,12,19.95,04/01/2019
"4841F",,"BAILEYS STRAWBERRY & CREAM","50 ML",,34,80,2.75,04/01/2019
"4842B",,"CAPTAIN MORGAN WATERMELON SMASH","750 ML",,50,6,19.95,04/01/2019
"4842F",,"CAPTAIN MORGAN WATERMELON SMASH","50 ML",,50,120,1.75,04/01/2019
"4843B",,"JOHNNIE WALKER BLK BLADE RUNNER","750 ML",,98,6,89.95,04/01/2019
"4844B",,"CROWN ROYAL BOURBON MASH","750 ML",,80,12,19.95,04/01/2019
"4848B","@","VINN BAIJIU FAMILY RESERVE","750 ML",,104,12,59.95,04/01/2019
"4849B",,"COTSWOLDS LONDON DRY GIN","750 ML",,92,6,40.95,04/01/2019
"4854B",,"KBD WILLETT 80TH ANNIVERSARY","750 ML",,80,6,25.00,04/01/2019
"4859B","@","CRATER LAKE ROCK & RYE","750 ML",,70,6,19.95,04/01/2019
"4859E","@","CRATER LAKE ROCK & RYE","375 ML",,70,12,9.95,04/01/2019
"4862B","@","DOCTOR BIRD JAMAICA RUM","750 ML",,100,12,29.95,04/01/2019
"4864B","@","PNW VODKA","750 ML",,80,6,24.95,04/01/2019
"4865B",,"MILES GIN","750 ML",,80,12,7.95,04/01/2019
"4866B","@","TULLAMORE DEW XO RUM CASK","750 ML",,86,6,32.95,04/01/2019
"4867B","@","ROLLING RIVER LB WHITE DOG 120 PRF","750 ML",,120,12,53.50,04/01/2019
"4873B",,"AMRUT RUM TWO INDIES","750 ML",,80,12,3.00,04/01/2019
"4884H",,"KETEL ONE W/4 GLASSES","1.75 L",,80,4,22.00,04/01/2019
"4885B","@","LITTLE WILLIE'S RYE WHISKEY","750 ML",,100,6,20.05,04/01/2019
"4886B","@","WILD WILL WHEAT WHISKEY","750 ML",,100,12,36.50,04/01/2019
"4887B",,"BRECKENRIDGE HIGH PROOF WHISKEY BLEND","750 ML",,105,6,59.95,04/01/2019
"4888B","@","STOLI CRUSHED MANGO","750 ML",,60,12,19.95,04/01/2019
"4889B",,"TORRES 10 GRAN RESERVA IMPERIAL","750 ML",,80,12,23.50,04/01/2019
"4890B","@","LITTLE WILLIE'S WHEAT WHISKEY","750 ML",,100,6,20.05,04/01/2019
"4901B","@","THE REAL MCCOY 5 YEAR RUM","750 ML",,80,6,28.95,04/01/2019
"4906B",,"CANADIAN CLUB APPLE","750 ML",,70,12,12.95,04/01/2019
"4906F",,"CANADIAN CLUB APPLE","50 ML",,70,120,1.50,04/01/2019
"4907B","@","OLD OVERHOLT BONDED RYE WHISKEY","750 ML",,100,12,23.95,04/01/2019
"4908B","@","JAMESON BLENDERS DOG IRISH","750 ML",,86,3,69.95,04/01/2019
"4909B",,"ISAAC BOWMAN PORT FINISH","750 ML",,92,6,37.95,04/01/2019
"4911B","@","GOMPERS OLD TOM GIN BARREL AGED","750 ML",,90,6,44.95,04/01/2019
"4912B","@","FARMSTEAD COFFEE VODKA","750 ML",,80,6,27.95,04/01/2019
"4914B","@","BOZAL ENSAMBLE MEZCAL","750 ML",,94,6,37.95,04/01/2019
"4917B",,"COMPASS BOX HEDONISM THE MUSE SCOTCH WHISKEY","750 ML",,92,6,256.80,04/01/2019
"4943B","@","DANG GIN","750 ML",,80,12,29.95,04/01/2019
"4947D","@","JAGERMEISTER ""MINI MEISTERS""","200 ML",,70,12,9.95,04/01/2019
"4950B","@","STEIN STRAIGHT WHEAT WHISKEY","750 ML",,80,6,49.95,04/01/2019
"4951B","@","FREAK SHOW VODKA","750 ML",,90,12,20.00,04/01/2019
"4952B","@","ANTARCTICA GIN","750 ML",,100,12,26.00,04/01/2019
"4953B","@","BELVEDERE GINGER ZEST","750 ML",,80,6,31.95,04/01/2019
"4972B","@","MARCOTTE KELY'S APPLE PIE MOONSHINE","750 ML",,40,12,26.00,04/01/2019
"4976B","@","STOLI CUCUMBER","750 ML",,75,12,19.95,04/01/2019
"4976F",,"STOLI CUCUMBER","50 ML",,75,120,1.50,04/01/2019
"4977B",,"T HENRY RANSOM GRAPPA","750 ML",,80,12,24.40,04/01/2019
"4977E","@","T HENRY RANSOM GRAPPA","375 ML",,80,12,24.40,04/01/2019
"4978B","@","MARCOTTE ELLA'S SILVER MOON MOONSHINE","750 ML",,80,12,22.00,04/01/2019
"4979D",,"TWISTED SHOTZ PINEAPPLE UPSIDE DOWN CAKE","200 ML",,40,18,5.75,04/01/2019
"4980D",,"TWISTED SHOTZ PUSSY CAT","200 ML",,40,18,5.75,04/01/2019
"4981B","@","BACARDI ANEJO CUATRO","750 ML",,80,12,19.95,04/01/2019
"4982B",,"RHETORIC 24 YR","750 ML","24 YRS",91,6,129.95,04/01/2019
"4983B",,"JOHNNIE WALKER ""JANE WALKER EDITION""","750 ML",,80,6,39.95,04/01/2019
"4984B","@","GEORGE DICKEL TABASCO BARREL FINISH","750 ML",,70,12,22.95,04/01/2019
"4984F",,"GEORGE DICKEL TABASCO BARREL FINISH","50 ML",,70,120,2.00,04/01/2019
"4985B","@","KETEL ONE GRAPEFRUIT & ROSE BOTANICAL","750 ML",,60,12,28.95,04/01/2019
"4985F",,"KETEL ONE GRAPEFRUIT & ROSE BOTANICAL","50 ML",,60,120,2.75,04/01/2019
"4986B","@","KETEL ONE PEACH & ORANGE BLOSSOM BOTANICAL","750 ML",,60,12,28.95,04/01/2019
"4986F",,"KETEL ONE PEACH & ORANGE BLOSSOM BOTANICAL","50 ML",,60,120,2.75,04/01/2019
"4987B","@","KETEL ONE CUCUMBER & MINT BOTANICAL","750 ML",,60,12,28.95,04/01/2019
"4987F",,"KETEL ONE CUCUMBER & MINT BOTANICAL","50 ML",,60,120,2.75,04/01/2019
"4988B","@","MARCOTTE REECE'S CHERRY PICKER MOONSHINE","750 ML",,40,12,26.00,04/01/2019
"4989D",,"FIREBALL CINNAMON GIFT PACK","200 ML",,66,12,15.95,04/01/2019
"4996B","@","OREGON SPIRIT DRY GIN","750 ML",,92,12,29.95,04/01/2019
"4996F","@","OREGON SPIRIT DRY GIN","50 ML",,92,96,5.00,04/01/2019
"4999B","@","MARCOTTE JANELLE'S CUP-O'-JOE","750 ML",,40,12,26.00,04/01/2019
"5000B","@","MARCOTTE MACIE'S SATURN PEACH","750 ML",,40,12,26.00,04/01/2019
"5001E",,"THE BLOOD ORANGE GREYHOUND","375 ML",,18,24,5.95,04/01/2019
"5003B",,"LA PENCA MEZCAL","750 ML",,80,6,5.00,04/01/2019
"5004F",,"M & R DRY VERMOUTH","50 ML",,14,48,0.50,04/01/2019
"5009B",,"JOHNNY WALKER GOLD LABEL","750 ML",,80,12,50.00,04/01/2019
"5012B","@","OREGON SPIRIT ABSINTHE ORIGINAL","750 ML",,125,6,55.00,04/01/2019
"5018H",,"REMY MARTIN LOUIS 13","1.75 L",,80,1,"7,484.80",04/01/2019
"5019H","@","1800 WATERMELON RTD","1.75 L",,20,6,19.95,04/01/2019
"5020B",,"STRAW BOYS VODKA","750 ML",,80,12,17.95,04/01/2019
"5021B","$","JAGERMEISTER W/SHOT GLS ICE MOLD","750 ML",,70,6,25.95,04/01/2019
"5021D","$","JAGERMEISTER W/SHOT GLS ICE MOLD","200 ML",,70,48,8.95,04/01/2019
"5022B",,"BALLYHOO IRISH WHISKEY","750 ML",,86,12,25.95,04/01/2019
"5024H",,"BOLS 42 PROOF TRIPLE SEC","1.75 L",,42,6,13.45,04/01/2019
"5031B",,"CLEAR CREEK GRAPPA PINOT GRIS","750 ML",,80,12,44.95,04/01/2019
"5031E",,"CLEAR CREEK GRAPPA PINOT GRIS","375 ML",,80,12,27.95,04/01/2019
"5033F",,"BARENJAGER","50 ML",,70,120,3.50,04/01/2019
"5036B",,"GLENFIDDICH SILVER STAG'S HEAD DECANTER","750 ML",,80,1,"3,520.95",04/01/2019
"5039B",,"WILD TURKEY LONGBRANCH 8 YR","750 ML","8 YRS",86,6,39.95,04/01/2019
"5040B","@","ILER CROSSING","750 ML",,90,12,34.95,04/01/2019
"5042B","@","ARARAT 5 STAR ARMENIAN BRANDY","750 ML","5 YRS",80,12,29.95,04/01/2019
"5043B",,"BOLS PINEAPPLE CHIPOTLE LIQUEUR","750 ML",,34,12,10.95,04/01/2019
"5045B",,"BOLS MANGO LIQUEUR","750 ML",,34,12,10.95,04/01/2019
"5046B",,"WHIPSAW RYE WHISKEY","750 ML",,42,6,57.95,04/01/2019
"5047B",,"SUSPECT STRAWBERRY MINT WHISKEY","750 ML",,65,12,24.95,04/01/2019
"5048B",,"SUSPECT COLD BREW WHISKEY","750 ML",,65,12,24.95,04/01/2019
"5053E",,"BULLEIT BOURB & BULLEIT RYE VAP","375 ML",,90,6,24.95,04/01/2019
"5054F",,"SUNTORY MIDORI MELON","50 ML",,42,120,1.00,04/01/2019
"5055B",,"BUCHANAN SELECT 15 YR","750 ML","15 YRS",80,12,49.95,04/01/2019
"5056F",,"BLACK HAUS BLACKBERRY SCHNAPPS","50 ML",,80,128,3.00,04/01/2019
"5057B",,"KETEL ONE W/FEVER TREE SODA","750 ML",,80,6,28.95,04/01/2019
"5058B","@","360 LIME VODKA","750 ML",,70,12,15.95,04/01/2019
"5059E","@","TOWNSHEND'S AMERICAN GENEPY","375 ML",,90,12,34.95,04/01/2019
"5061B",,"STILLHOUSE BLACK BOURBON","750 ML",,80,12,24.95,04/01/2019
"5063F",,"MAKER'S MARK","50 ML",,90,120,4.00,04/01/2019
"5065B",,"GRND MARNIER CUVEE DU CENTCINQUANTENAIRE","750 ML","150 YRS",80,6,25.00,04/01/2019
"5066H",,"GLENFIDDICH","1.75 L",,80,6,82.45,04/01/2019
"5068B",,"EL TESORO DE DON FELIPE ANEJO","750 ML",,80,6,49.95,04/01/2019
"5069B",,"EL TESORO DE DON FELIPE PLATINUM TEQUILA","750 ML",,80,6,44.95,04/01/2019
"5070E",,"CUTWATER MILD BLOODY MARY RTE (4 PK)","375 ML",,20,6,8.00,04/01/2019
"5073B","@","ADMIRAL NELSON PINEAPPLE","750 ML",,70,12,8.95,04/01/2019
"5074B",,"CHRISTIAN BROTHERS SACRED BOND","750 ML",,100,12,21.95,04/01/2019
"5076B","@","MARCOTTE AIMEE JO'S STRAWBERRY LEMONADE","750 ML",,40,12,26.00,04/01/2019
"5078E","@","ASTORIA MULE","375 ML",,20,6,19.95,04/01/2019
"5079B",,"AMERICAN ANTHEM VODKA","750 ML",,80,12,14.95,04/01/2019
"5082B",,"KOMAGATAKE SHINANOTANPOPO","750 ML",,104,6,75.00,04/01/2019
"5083B",,"CRISTALL VODKA","750 ML",,80,6,10.00,04/01/2019
"5086H","@","TOWNSHEND'S SWEET TEA","1.75 L",,70,6,59.95,04/01/2019
"5087B","@","OREGON SPIRIT DISTILLERS RYE","750 ML",,90,6,60.00,04/01/2019
"5088B",,"BALVENIE 14 YR PEAT WEEK","750 ML",,97,6,99.95,04/01/2019
"5092B","@","MARCOTTE MARV'S HAZELNUT BREW","750 ML",,40,12,26.00,04/01/2019
"5098B",,"WILD ROOTS VODKA W/2 50ML'S","750 ML",,80,6,19.95,04/01/2019
"5099B",,"STILLWAGON DEVILS OWN MEYER LEMON RUM","750 ML",,80,12,41.50,04/01/2019
"5100B",,"HIGHLAND PARK VALKNUT","750 ML",,94,6,79.95,04/01/2019
"5101B",,"THE MACALLAN EDITION NO. 4","750 ML",,97,12,109.95,04/01/2019
"5102B","@","THE MACALLAN DOUBLE CASK GOLD","750 ML",,80,12,49.95,04/01/2019
"5103B",,"DON JULIO REPOSADO DBL CASKS","750 ML",,80,6,59.95,04/01/2019
"5104B",,"CROWN ROYAL TEXAS MESQUITE","750 ML",,80,12,24.95,04/01/2019
"5105B",,"SMIRNOFF MOSCOW MULE","750 ML",,60,12,14.95,04/01/2019
"5110B","@","SMOOTH AMBLER CONTRADICTION","750 ML",,99,6,39.95,04/01/2019
"5112B",,"J W DANT","750 ML",,100,12,8.00,04/01/2019
"5112H",,"J W DANT","1.75 L",,100,6,20.00,04/01/2019
"5115B","@","CASAMIGOS MEZCAL JOVEN","750 ML",,80,6,63.95,04/01/2019
"5116D",,"WILD TURKEY 101","200 ML",,101,24,7.45,04/01/2019
"5124B",,"BIG BOTTOM SINGLE MALT","750 ML",,91,12,59.95,04/01/2019
"5126B",,"DEKUYPER CRANBERRY CRUSH SCHNAPPS","750 ML",,30,12,5.00,04/01/2019
"5128F",,"TUACA LIQUEUR","50 ML",,70,120,1.00,04/01/2019
"5131H",,"P DOMECQ DON PEDRO MEXICAN BRANDY","1.75 L",,80,6,21.00,04/01/2019
"5132B","@","SWALLOWTAIL BOYSENBERRY VODKA","750 ML",,70,12,26.00,04/01/2019
"5132E","@","SWALLOWTAIL BOYSENBERRY VODKA","375 ML",,70,12,14.00,04/01/2019
"5133B","@","BLOOD SWEAT TEARS VODKA","750 ML",,80,6,27.95,04/01/2019
"5134B",,"WESTERN SON VODKA","750 ML",,80,12,19.95,04/01/2019
"5135B",,"WESTERN SON LIME VODKA","750 ML",,60,6,19.95,04/01/2019
"5136B",,"WESTERN SON BLUEBERRY VODKA","750 ML",,60,6,19.95,04/01/2019
"5148F",,"GENTLEMAN JACK","50 ML",,80,120,1.50,04/01/2019
"5150B","@","EMPRESS 1908 GIN","750 ML",,85,6,39.95,04/01/2019
"5151B",,"FIVE FARMS IRISH CREAM LIQUEUR","750 ML",,34,9,29.95,04/01/2019
"5159B","@","WILD ROOTS GIN","750 ML",,92,12,24.95,04/01/2019
"5160B",,"WHISTLEPIG FARMSTOCK RYE CROP 2","750 ML",,86,6,75.95,04/01/2019
"5161B","@","MARCOTTE BROC'S BUTTERY COCONUT MOONSHINE","750 ML",,40,12,26.00,04/01/2019
"5162B",,"WOODINVILLE STRAIGHT BOURBON","750 ML",,90,12,39.95,04/01/2019
"5163B",,"WOODINVILLE STRAIGHT RYE WHISKEY","750 ML",,90,12,41.95,04/01/2019
"5164E","$","BOURBON LEGENDS COMBO PACK","375 ML",,89,6,49.95,04/01/2019
"5165E","$","JD/GJ/JDSB FAMILY OF BRANDS","375 ML",,80,4,24.95,04/01/2019
"5166E","$","BASIL HAYDEN'S 375ML CO-PACK","375 ML",,80,6,41.95,04/01/2019
"5167B","$","EZRA BROOKS FLASK GIFT SET","750 ML",,90,4,13.95,04/01/2019
"5168B","$","ABSOLUT /2-50MLS (LIME&GRAPEFRUIT)","750 ML",,80,6,24.95,04/01/2019
